ID,Weekly_Sales
5_22_2013-03-22,2318.1187999999993
5_23_2013-03-22,5979.532299999996
5_24_2013-03-22,1505.9541
5_25_2013-03-22,3536.8287999999984
5_26_2013-03-22,1744.7636000000005
5_27_2013-03-22,405.7475999999999
5_28_2013-03-22,187.86089999999984
5_29_2013-03-22,997.5139999999992
5_30_2013-03-22,880.0581999999995
5_31_2013-03-22,550.7666999999998
5_32_2013-03-22,2644.5732000000007
5_33_2013-03-22,1678.7590000000002
5_34_2013-03-22,4903.458499999996
5_35_2013-03-22,1151.8750000000002
5_36_2013-03-22,627.5925
5_38_2013-03-22,58079.49089999996
5_40_2013-03-22,19623.679100000005
5_41_2013-03-22,289.2452999999999
5_42_2013-03-22,3334.485799999997
5_44_2013-03-22,1180.9666000000004
5_46_2013-03-22,5095.505399999999
5_52_2013-03-22,735.2409000000001
5_55_2013-03-22,3066.814499999999
5_56_2013-03-22,4604.499200000001
5_58_2013-03-22,924.174
5_60_2013-03-22,230.76999999999995
5_67_2013-03-22,4099.906800000001
5_71_2013-03-22,337.3510999999999
5_72_2013-03-22,8887.397799999997
5_74_2013-03-22,3574.7308999999996
5_79_2013-03-22,5239.433700000004
5_81_2013-03-22,3164.684099999997
5_82_2013-03-22,3634.316900000003
5_85_2013-03-22,912.5531
5_87_2013-03-22,11089.818300000003
5_90_2013-03-22,3351.276400000002
5_91_2013-03-22,1491.3461000000002
5_92_2013-03-22,8025.9872000000105
5_95_2013-03-22,19486.35919999999
5_96_2013-03-22,7419.804600000006
5_97_2013-03-22,720.7442000000001
5_1_2013-03-29,10726.717899999998
5_2_2013-03-29,12469.326599999997
5_3_2013-03-29,3635.172
5_4_2013-03-29,9999.994199999997
5_5_2013-03-29,7725.6074999999955
5_6_2013-03-29,731.2224999999999
5_7_2013-03-29,5324.9771
5_8_2013-03-29,14535.239500000007
5_9_2013-03-29,8647.594699999998
5_10_2013-03-29,10463.549800000006
5_11_2013-03-29,7455.8511000000035
5_12_2013-03-29,2082.7334
5_13_2013-03-29,11220.488999999996
5_14_2013-03-29,3380.3452000000016
5_16_2013-03-29,11047.70810000001
5_17_2013-03-29,2529.662199999999
5_18_2013-03-29,1210.4808000000005
5_19_2013-03-29,171.3359
5_20_2013-03-29,1150.0907
5_21_2013-03-29,1213.1580999999999
5_22_2013-03-29,2214.4364
5_23_2013-03-29,5351.664899999998
5_24_2013-03-29,1427.4315
5_25_2013-03-29,3589.331699999999
5_26_2013-03-29,1801.6088
5_27_2013-03-29,316.34530000000007
5_28_2013-03-29,202.57889999999992
5_29_2013-03-29,994.1463999999995
5_30_2013-03-29,847.6443999999997
5_31_2013-03-29,540.2542000000003
5_32_2013-03-29,2820.332899999998
5_33_2013-03-29,1436.7663
5_34_2013-03-29,3764.237599999999
5_35_2013-03-29,1113.4326999999996
5_36_2013-03-29,495.3004
5_38_2013-03-29,55293.558299999975
5_40_2013-03-29,19368.5284
5_41_2013-03-29,294.68619999999993
5_42_2013-03-29,3450.802299999998
5_44_2013-03-29,1289.7892000000004
5_46_2013-03-29,5033.3717000000015
5_49_2013-03-29,55.279299999999964
5_52_2013-03-29,708.0428000000003
5_55_2013-03-29,3128.0883000000003
5_56_2013-03-29,3571.499499999999
5_58_2013-03-29,827.9882000000001
5_60_2013-03-29,231.64800000000002
5_67_2013-03-29,4220.812200000001
5_71_2013-03-29,454.92820000000006
5_72_2013-03-29,9157.4945
5_74_2013-03-29,3565.2338
5_79_2013-03-29,5219.1123000000025
5_81_2013-03-29,3017.7875999999974
5_82_2013-03-29,3586.1041000000005
5_85_2013-03-29,949.4656999999992
5_87_2013-03-29,10724.069100000006
5_90_2013-03-29,3380.0507000000007
5_91_2013-03-29,1287.3736000000004
5_92_2013-03-29,8068.312000000008
5_94_2013-03-29,970.1262000000002
5_95_2013-03-29,19009.661399999986
5_96_2013-03-29,6827.218600000005
5_97_2013-03-29,699.0844999999999
5_1_2013-04-05,11674.549100000004
5_2_2013-04-05,13009.8337
5_3_2013-04-05,3489.2185999999974
5_4_2013-04-05,10691.7024
5_5_2013-04-05,7384.256999999997
5_6_2013-04-05,896.6616000000009
5_7_2013-04-05,5746.456200000001
5_8_2013-04-05,14281.872200000002
5_9_2013-04-05,8375.7926
5_10_2013-04-05,10303.889599999995
5_11_2013-04-05,7737.286999999999
5_12_2013-04-05,2849.9726000000005
5_13_2013-04-05,12177.42950000001
5_14_2013-04-05,3703.417900000002
5_16_2013-04-05,15776.572400000003
5_17_2013-04-05,2539.4741999999987
5_18_2013-04-05,1315.5013000000006
5_19_2013-04-05,220.04100000000005
5_20_2013-04-05,1323.2836999999993
5_21_2013-04-05,1249.7316
5_22_2013-04-05,2417.5676000000003
5_23_2013-04-05,6348.450699999994
5_24_2013-04-05,1424.9376000000007
5_25_2013-04-05,3229.5273
5_26_2013-04-05,2129.8486999999996
5_27_2013-04-05,396.57859999999994
5_28_2013-04-05,220.2643999999999
5_29_2013-04-05,1108.2018999999993
5_30_2013-04-05,900.1538000000002
5_31_2013-04-05,602.4235
5_32_2013-04-05,2719.369700000001
5_33_2013-04-05,1467.7295000000001
5_34_2013-04-05,4557.044999999997
5_35_2013-04-05,1189.5075000000002
5_36_2013-04-05,579.2655000000001
5_38_2013-04-05,65367.1489
5_40_2013-04-05,20559.666500000007
5_41_2013-04-05,507.5064
5_42_2013-04-05,3370.8200999999976
5_44_2013-04-05,1281.0047000000004
5_46_2013-04-05,5430.360500000001
5_52_2013-04-05,609.0506000000003
5_54_2013-04-05,57.47980000000006
5_55_2013-04-05,3362.7884000000004
5_56_2013-04-05,4966.213299999999
5_58_2013-04-05,1058.9391
5_59_2013-04-05,13.978199999999994
5_60_2013-04-05,310.08
5_67_2013-04-05,3282.4909000000002
5_71_2013-04-05,370.9299000000002
5_72_2013-04-05,10481.5512
5_74_2013-04-05,3930.0832999999984
5_79_2013-04-05,5543.988899999999
5_81_2013-04-05,3160.4968000000003
5_82_2013-04-05,3640.3934000000004
5_85_2013-04-05,796.8123
5_87_2013-04-05,12054.926599999999
5_90_2013-04-05,3413.2204999999985
5_91_2013-04-05,1430.773499999999
5_92_2013-04-05,8582.193699999998
5_95_2013-04-05,19568.5173
5_96_2013-04-05,7255.930799999999
5_97_2013-04-05,750.9263999999994
5_1_2013-04-12,9734.185699999996
5_2_2013-04-12,12201.099499999993
5_3_2013-04-12,3213.8451999999984
5_4_2013-04-12,9611.936000000002
5_5_2013-04-12,6633.225900000001
5_6_2013-04-12,580.9295000000003
5_7_2013-04-12,5442.158700000004
5_8_2013-04-12,14222.6407
5_9_2013-04-12,8337.149000000009
5_10_2013-04-12,9963.166799999997
5_11_2013-04-12,6928.395600000002
5_12_2013-04-12,3034.9266
5_13_2013-04-12,11269.796200000004
5_14_2013-04-12,3704.419700000002
5_16_2013-04-12,14905.8976
5_17_2013-04-12,2395.555899999998
5_18_2013-04-12,918.8215000000004
5_20_2013-04-12,1252.6925999999999
5_21_2013-04-12,1203.0443999999998
5_22_2013-04-12,2294.635999999999
5_23_2013-04-12,6055.629099999996
5_24_2013-04-12,1441.1727
5_25_2013-04-12,2989.5011999999992
5_26_2013-04-12,1827.2099999999998
5_27_2013-04-12,365.94539999999995
5_28_2013-04-12,197.2133
5_29_2013-04-12,1064.5491
5_30_2013-04-12,874.5172000000003
5_31_2013-04-12,535.1234
5_32_2013-04-12,2360.4383999999995
5_33_2013-04-12,1347.0518000000002
5_34_2013-04-12,4035.9965999999986
5_35_2013-04-12,1111.8998999999994
5_36_2013-04-12,431.88759999999996
5_38_2013-04-12,57671.59140000001
5_40_2013-04-12,19889.766899999995
5_41_2013-04-12,431.7754000000001
5_42_2013-04-12,3184.322400000001
5_44_2013-04-12,1188.0364000000009
5_46_2013-04-12,4869.8366
5_49_2013-04-12,24.7597
5_52_2013-04-12,431.76309999999995
5_55_2013-04-12,3249.1760999999988
5_56_2013-04-12,3726.840400000001
5_60_2013-04-12,186.99399999999997
5_67_2013-04-12,2454.3183000000017
5_71_2013-04-12,413.9735000000001
5_72_2013-04-12,10154.44930000001
5_74_2013-04-12,3532.718500000001
5_79_2013-04-12,5040.092000000002
5_81_2013-04-12,3149.5212999999994
5_82_2013-04-12,3734.567300000002
5_85_2013-04-12,866.7567
5_87_2013-04-12,11570.3857
5_90_2013-04-12,3461.441399999998
5_91_2013-04-12,1410.5397999999998
5_92_2013-04-12,8575.514500000001
5_95_2013-04-12,18727.155199999994
5_96_2013-04-12,6953.574700000003
5_97_2013-04-12,663.9721
5_1_2013-04-19,9562.032000000001
5_2_2013-04-19,12246.918800000001
5_3_2013-04-19,3040.6364999999996
5_4_2013-04-19,9528.24430000001
5_5_2013-04-19,5703.485399999998
5_6_2013-04-19,792.7484999999998
5_7_2013-04-19,5534.845900000002
5_8_2013-04-19,14528.116899999997
5_9_2013-04-19,8411.846600000004
5_10_2013-04-19,10467.974800000002
5_11_2013-04-19,7150.690699999999
5_12_2013-04-19,2552.788200000001
5_13_2013-04-19,11019.835500000001
5_14_2013-04-19,3811.4082000000035
5_16_2013-04-19,14516.194500000001
5_17_2013-04-19,2460.6523999999986
5_18_2013-04-19,874.4684
5_19_2013-04-19,58.504499999999986
5_20_2013-04-19,1191.8811999999998
5_21_2013-04-19,1200.5705999999998
5_22_2013-04-19,2244.2391
5_23_2013-04-19,5609.947999999996
5_24_2013-04-19,1310.4552999999996
5_25_2013-04-19,3119.7701999999977
5_26_2013-04-19,1706.7375
5_27_2013-04-19,326.48260000000005
5_28_2013-04-19,190.49329999999992
5_29_2013-04-19,1023.6142000000001
5_30_2013-04-19,907.6440000000002
5_31_2013-04-19,512.9396999999998
5_32_2013-04-19,2487.8623
5_33_2013-04-19,1405.7623
5_34_2013-04-19,4100.038299999999
5_35_2013-04-19,1068.9513999999997
5_36_2013-04-19,550.7132
5_38_2013-04-19,56339.600600000005
5_40_2013-04-19,19541.9395
5_41_2013-04-19,283.9973999999999
5_42_2013-04-19,3446.4872000000028
5_44_2013-04-19,1195.1846999999993
5_46_2013-04-19,4838.9966
5_49_2013-04-19,40.65529999999998
5_52_2013-04-19,552.2102000000001
5_55_2013-04-19,3298.927900000001
5_56_2013-04-19,3375.5702000000006
5_58_2013-04-19,866.05
5_60_2013-04-19,205.812
5_67_2013-04-19,2976.5653999999986
5_71_2013-04-19,361.87199999999996
5_72_2013-04-19,8921.587
5_74_2013-04-19,3509.898400000001
5_79_2013-04-19,5051.814700000002
5_81_2013-04-19,3132.688499999997
5_82_2013-04-19,3615.3125000000023
5_85_2013-04-19,1058.1521999999995
5_87_2013-04-19,11387.637100000007
5_90_2013-04-19,3280.5974000000006
5_91_2013-04-19,1443.0004999999999
5_92_2013-04-19,8351.519000000006
5_95_2013-04-19,19149.040599999997
5_96_2013-04-19,7691.373300000007
5_97_2013-04-19,677.2801000000001
5_1_2013-04-26,9416.068000000005
5_2_2013-04-26,12465.794199999998
5_3_2013-04-26,3144.319700000001
5_4_2013-04-26,9486.246500000008
5_5_2013-04-26,7114.677199999997
5_6_2013-04-26,944.2930999999999
5_7_2013-04-26,5643.616700000001
5_8_2013-04-26,13600.936099999994
5_9_2013-04-26,8686.234000000004
5_10_2013-04-26,10390.119800000004
5_11_2013-04-26,7047.069500000004
5_12_2013-04-26,2455.908800000001
5_13_2013-04-26,11177.1618
5_14_2013-04-26,3402.607
5_16_2013-04-26,14072.7427
5_17_2013-04-26,2423.9847999999974
5_18_2013-04-26,608.1773999999998
5_20_2013-04-26,1220.7912
5_21_2013-04-26,1243.3683000000003
5_22_2013-04-26,2307.686000000001
5_23_2013-04-26,5373.191899999998
5_24_2013-04-26,1291.3679
5_25_2013-04-26,3048.9096999999992
5_26_2013-04-26,1613.0531
5_27_2013-04-26,319.0306
5_28_2013-04-26,199.4561
5_29_2013-04-26,1198.3453
5_30_2013-04-26,924.5617999999998
5_31_2013-04-26,534.6682999999999
5_32_2013-04-26,2133.5481999999993
5_33_2013-04-26,1324.0618
5_34_2013-04-26,3817.8818999999976
5_35_2013-04-26,1090.1669999999992
5_36_2013-04-26,519.7417
5_38_2013-04-26,54320.96169999998
5_40_2013-04-26,19115.979499999994
5_41_2013-04-26,280.9573
5_42_2013-04-26,3240.091899999999
5_44_2013-04-26,1249.5423999999996
5_46_2013-04-26,4853.761899999999
5_49_2013-04-26,42.92569999999996
5_52_2013-04-26,586.6195000000002
5_54_2013-04-26,41.80070000000004
5_55_2013-04-26,3260.977500000002
5_56_2013-04-26,3097.9523
5_58_2013-04-26,853.2991000000001
5_60_2013-04-26,186.50600000000003
5_67_2013-04-26,2863.956100000002
5_71_2013-04-26,491.0420999999999
5_72_2013-04-26,8961.449500000004
5_74_2013-04-26,3428.2813000000024
5_79_2013-04-26,5093.3333999999995
5_81_2013-04-26,3138.588099999997
5_82_2013-04-26,3488.624799999999
5_85_2013-04-26,1020.1110999999993
5_87_2013-04-26,11683.113200000007
5_90_2013-04-26,3330.9646000000002
5_91_2013-04-26,1345.2743
5_92_2013-04-26,8409.571900000004
5_95_2013-04-26,18296.9511
5_96_2013-04-26,6870.711100000003
5_97_2013-04-26,626.3666000000001
5_1_2013-05-03,10016.715899999997
5_2_2013-05-03,13045.491199999999
5_3_2013-05-03,3409.789199999997
5_4_2013-05-03,10685.6463
5_5_2013-05-03,6179.040899999997
5_6_2013-05-03,821.3859000000004
5_7_2013-05-03,6001.6627
5_8_2013-05-03,14190.060300000003
5_9_2013-05-03,8690.762500000004
5_10_2013-05-03,10252.515299999997
5_11_2013-05-03,7847.415199999997
5_12_2013-05-03,2977.3822000000005
5_13_2013-05-03,11981.526900000006
5_14_2013-05-03,3663.7961000000014
5_16_2013-05-03,14228.337899999999
5_17_2013-05-03,2510.992399999999
5_20_2013-05-03,1232.5041999999996
5_21_2013-05-03,1225.9331
5_22_2013-05-03,2232.1162000000004
5_23_2013-05-03,6302.513699999998
5_24_2013-05-03,1414.0746999999994
5_25_2013-05-03,3136.985900000002
5_26_2013-05-03,1982.7365999999997
5_27_2013-05-03,367.42569999999995
5_28_2013-05-03,193.45949999999985
5_29_2013-05-03,1045.6792000000003
5_30_2013-05-03,937.0154000000002
5_31_2013-05-03,584.4202
5_32_2013-05-03,2520.235800000001
5_33_2013-05-03,1468.6817999999998
5_34_2013-05-03,4997.098099999999
5_35_2013-05-03,1155.7662000000003
5_36_2013-05-03,544.5158
5_38_2013-05-03,68901.84410000005
5_40_2013-05-03,19927.2521
5_41_2013-05-03,357.5179
5_42_2013-05-03,3327.309199999999
5_44_2013-05-03,1397.2041
5_46_2013-05-03,5191.469200000001
5_49_2013-05-03,32.75030000000001
5_52_2013-05-03,568.7336
5_55_2013-05-03,3436.0859999999984
5_56_2013-05-03,3758.060700000002
5_59_2013-05-03,4.096
5_60_2013-05-03,290.32199999999995
5_67_2013-05-03,4394.461799999999
5_71_2013-05-03,404.7178000000002
5_72_2013-05-03,10682.791500000007
5_74_2013-05-03,3770.0686000000014
5_79_2013-05-03,5323.725400000003
5_80_2013-05-03,15.813200000000005
5_81_2013-05-03,3192.2005000000017
5_82_2013-05-03,3719.4859000000015
5_85_2013-05-03,809.4069000000001
5_87_2013-05-03,12241.006
5_90_2013-05-03,3293.4710999999993
5_91_2013-05-03,1482.6147999999996
5_92_2013-05-03,8601.945299999998
5_95_2013-05-03,19288.1648
5_96_2013-05-03,8248.227100000004
5_97_2013-05-03,729.1691999999999
5_1_2013-05-10,9542.7134
5_2_2013-05-10,12495.955
5_3_2013-05-10,3321.4134999999987
5_4_2013-05-10,9683.983100000007
5_5_2013-05-10,5900.837
5_6_2013-05-10,605.7918000000004
5_7_2013-05-10,5407.514900000004
5_8_2013-05-10,13991.260300000007
5_9_2013-05-10,8477.07940000001
5_10_2013-05-10,10060.321499999996
5_11_2013-05-10,7315.516900000001
5_12_2013-05-10,3003.8842999999993
5_13_2013-05-10,11414.723400000003
5_14_2013-05-10,3869.5507000000016
5_16_2013-05-10,12818.6846
5_17_2013-05-10,2371.7086999999974
5_20_2013-05-10,1274.8821999999998
5_21_2013-05-10,1230.7666
5_22_2013-05-10,2258.4937999999993
5_23_2013-05-10,5855.927499999996
5_24_2013-05-10,1311.8036
5_25_2013-05-10,2862.249799999999
5_26_2013-05-10,1812.2087000000001
5_27_2013-05-10,341.4362999999999
5_28_2013-05-10,206.18129999999996
5_29_2013-05-10,1041.1410000000003
5_30_2013-05-10,884.6699999999998
5_31_2013-05-10,504.1291999999997
5_32_2013-05-10,2648.1646
5_33_2013-05-10,1376.3329
5_34_2013-05-10,4195.7153
5_35_2013-05-10,1047.2386
5_36_2013-05-10,519.7586000000001
5_38_2013-05-10,59743.964300000014
5_40_2013-05-10,19833.616600000005
5_41_2013-05-10,397.6511
5_42_2013-05-10,3274.0852
5_44_2013-05-10,1286.2959000000003
5_46_2013-05-10,4981.4907
5_49_2013-05-10,28.607099999999996
5_52_2013-05-10,462.9143
5_55_2013-05-10,3120.5591
5_56_2013-05-10,4049.2264999999998
5_60_2013-05-10,222.678
5_67_2013-05-10,4381.334000000001
5_71_2013-05-10,401.49239999999986
5_72_2013-05-10,10100.07160000001
5_74_2013-05-10,3584.747600000001
5_79_2013-05-10,5075.063600000002
5_80_2013-05-10,16.2561
5_81_2013-05-10,3109.2327
5_82_2013-05-10,3764.151300000002
5_85_2013-05-10,949.4496999999997
5_87_2013-05-10,12279.795900000005
5_90_2013-05-10,3323.4407999999985
5_91_2013-05-10,1447.8185
5_92_2013-05-10,8688.8192
5_94_2013-05-10,3111.1985000000004
5_95_2013-05-10,18510.093699999998
5_96_2013-05-10,7472.381400000006
5_97_2013-05-10,674.1578999999999
5_1_2013-05-17,9419.669700000004
5_2_2013-05-17,12403.235300000002
5_3_2013-05-17,3386.7643999999987
5_4_2013-05-17,9878.302499999998
5_5_2013-05-17,6172.4892
5_6_2013-05-17,588.9634999999998
5_7_2013-05-17,5565.285000000003
5_8_2013-05-17,14244.103800000006
5_9_2013-05-17,8207.324200000001
5_10_2013-05-17,10244.518799999996
5_11_2013-05-17,7520.8813999999975
5_12_2013-05-17,2982.3722
5_13_2013-05-17,11444.196999999996
5_14_2013-05-17,4017.6999000000014
5_16_2013-05-17,12537.311299999994
5_17_2013-05-17,2449.395099999999
5_20_2013-05-17,1337.6676
5_21_2013-05-17,1214.7043999999996
5_22_2013-05-17,2154.8713000000002
5_23_2013-05-17,6374.388499999996
5_24_2013-05-17,1398.9405999999994
5_25_2013-05-17,2941.8274000000006
5_26_2013-05-17,1641.9436999999996
5_27_2013-05-17,374.1335999999997
5_28_2013-05-17,207.04379999999995
5_29_2013-05-17,967.5066999999995
5_30_2013-05-17,960.2175999999994
5_31_2013-05-17,548.3296999999998
5_32_2013-05-17,2716.0265999999997
5_33_2013-05-17,1466.0250999999998
5_34_2013-05-17,5077.117799999997
5_35_2013-05-17,1355.1264
5_36_2013-05-17,714.0213
5_38_2013-05-17,56541.942700000014
5_40_2013-05-17,19747.880499999992
5_41_2013-05-17,473.97880000000004
5_42_2013-05-17,3229.4406
5_44_2013-05-17,1247.6635999999996
5_46_2013-05-17,4963.624700000003
5_49_2013-05-17,39.55530000000001
5_52_2013-05-17,500.49610000000007
5_54_2013-05-17,44.79720000000003
5_55_2013-05-17,2942.4257000000002
5_56_2013-05-17,3000.2936000000004
5_58_2013-05-17,862.6590000000001
5_60_2013-05-17,247.15
5_67_2013-05-17,4587.157399999999
5_71_2013-05-17,360.16650000000004
5_72_2013-05-17,9831.911900000008
5_74_2013-05-17,3869.0584000000003
5_79_2013-05-17,5025.574600000003
5_80_2013-05-17,8.6017
5_81_2013-05-17,3120.5908000000018
5_82_2013-05-17,3607.248699999998
5_85_2013-05-17,971.5330999999999
5_87_2013-05-17,10852.949200000006
5_90_2013-05-17,3399.6053000000015
5_91_2013-05-17,1569.1753000000006
5_92_2013-05-17,8673.972799999998
5_94_2013-05-17,2987.773500000001
5_95_2013-05-17,19761.768000000007
5_96_2013-05-17,7982.697199999999
5_97_2013-05-17,684.8854000000003
5_1_2013-05-24,9209.530800000002
5_2_2013-05-24,13127.62920000001
5_3_2013-05-24,4829.449999999998
5_4_2013-05-24,9893.674400000007
5_5_2013-05-24,6144.5458
5_6_2013-05-24,659.9645999999998
5_7_2013-05-24,8138.973900000004
5_8_2013-05-24,14049.3449
5_9_2013-05-24,8320.008999999998
5_10_2013-05-24,10380.085899999998
5_11_2013-05-24,8865.9633
5_12_2013-05-24,3132.2704000000003
5_13_2013-05-24,11660.088099999999
5_14_2013-05-24,3688.1979000000015
5_16_2013-05-24,12987.182599999998
5_17_2013-05-24,2406.117500000001
5_18_2013-05-24,280.23569999999984
5_20_2013-05-24,1238.5572
5_21_2013-05-24,1129.4971000000003
5_22_2013-05-24,2222.5144999999984
5_23_2013-05-24,6537.144299999997
5_24_2013-05-24,1793.5861999999988
5_25_2013-05-24,3302.3334999999993
5_26_2013-05-24,1404.4193000000012
5_27_2013-05-24,382.9091999999998
5_28_2013-05-24,171.23469999999998
5_29_2013-05-24,1100.8161
5_30_2013-05-24,874.2599999999994
5_31_2013-05-24,576.9390999999995
5_32_2013-05-24,2586.605899999999
5_33_2013-05-24,1963.8963000000006
5_34_2013-05-24,4878.8315999999995
5_35_2013-05-24,1047.2454000000005
5_36_2013-05-24,1087.5414
5_38_2013-05-24,57497.63419999999
5_40_2013-05-24,19338.280500000008
5_41_2013-05-24,446.8615999999999
5_42_2013-05-24,3285.1512999999964
5_44_2013-05-24,1243.442000000001
5_46_2013-05-24,5816.693999999998
5_49_2013-05-24,44.30839999999999
5_52_2013-05-24,652.1689000000002
5_54_2013-05-24,30.81300000000002
5_55_2013-05-24,3202.2458999999985
5_56_2013-05-24,1221.2432999999992
5_58_2013-05-24,1365.95
5_60_2013-05-24,198.76400000000004
5_67_2013-05-24,3872.150300000002
5_71_2013-05-24,421.0028000000004
5_72_2013-05-24,8792.079599999997
5_74_2013-05-24,3777.0108
5_79_2013-05-24,5094.449400000002
5_80_2013-05-24,10.498200000000004
5_81_2013-05-24,3155.224
5_82_2013-05-24,3693.1846000000023
5_85_2013-05-24,938.8876999999999
5_87_2013-05-24,10879.189900000007
5_90_2013-05-24,3304.0604000000003
5_91_2013-05-24,1674.4290000000003
5_92_2013-05-24,8264.034500000005
5_94_2013-05-24,853.5758999999997
5_95_2013-05-24,21529.465500000002
5_96_2013-05-24,7800.225800000007
5_97_2013-05-24,710.7873000000003
5_1_2013-05-31,8897.294699999997
5_2_2013-05-31,12963.381500000003
5_3_2013-05-31,6667.5248999999985
5_4_2013-05-31,9937.296000000004
5_5_2013-05-31,5644.841700000002
5_6_2013-05-31,662.6295
5_7_2013-05-31,7375.0435000000025
5_8_2013-05-31,14070.450699999998
5_9_2013-05-31,12381.606799999994
5_10_2013-05-31,11654.151999999996
5_11_2013-05-31,9626.150499999994
5_12_2013-05-31,2766.353300000001
5_13_2013-05-31,11500.429899999994
5_14_2013-05-31,3553.865800000002
5_16_2013-05-31,13256.7631
5_17_2013-05-31,2393.0946000000013
5_18_2013-05-31,433.01770000000005
5_20_2013-05-31,1228.3733999999997
5_21_2013-05-31,1186.4866000000009
5_22_2013-05-31,2127.763099999999
5_23_2013-05-31,5914.025899999997
5_24_2013-05-31,2056.449000000001
5_25_2013-05-31,3146.2818000000007
5_26_2013-05-31,1438.8580000000004
5_27_2013-05-31,283.5255999999999
5_28_2013-05-31,156.93900000000008
5_29_2013-05-31,981.2626000000001
5_30_2013-05-31,878.7769999999992
5_31_2013-05-31,590.1685000000002
5_32_2013-05-31,2770.6125999999986
5_33_2013-05-31,1685.7336000000005
5_34_2013-05-31,4844.246199999999
5_35_2013-05-31,1097.9395000000002
5_36_2013-05-31,1022.6496000000001
5_38_2013-05-31,54974.01339999999
5_40_2013-05-31,19116.51710000001
5_41_2013-05-31,393.902
5_42_2013-05-31,3352.9044999999974
5_44_2013-05-31,1186.0293000000008
5_46_2013-05-31,5148.0401999999995
5_49_2013-05-31,46.20260000000001
5_52_2013-05-31,618.5218000000002
5_55_2013-05-31,2911.5679
5_56_2013-05-31,944.9135999999999
5_58_2013-05-31,787.6
5_60_2013-05-31,224.91
5_67_2013-05-31,4014.4662999999987
5_71_2013-05-31,418.48949999999996
5_72_2013-05-31,8656.398999999998
5_74_2013-05-31,4002.0948000000003
5_79_2013-05-31,5193.101900000003
5_80_2013-05-31,11.964200000000014
5_81_2013-05-31,3132.362099999999
5_82_2013-05-31,3639.2668000000003
5_85_2013-05-31,947.6648999999999
5_87_2013-05-31,10442.14190000001
5_90_2013-05-31,3350.9813999999997
5_91_2013-05-31,1679.4078000000002
5_92_2013-05-31,8169.103800000003
5_94_2013-05-31,555.3212000000004
5_95_2013-05-31,21732.143799999994
5_96_2013-05-31,7973.466900000005
5_97_2013-05-31,661.0366
5_1_2013-06-07,9359.288900000005
5_2_2013-06-07,13339.175699999994
5_3_2013-06-07,4224.978499999998
5_4_2013-06-07,10633.2328
5_5_2013-06-07,5873.087099999996
5_6_2013-06-07,748.5313000000001
5_7_2013-06-07,7664.839999999996
5_8_2013-06-07,14057.95630000001
5_9_2013-06-07,8825.150599999999
5_10_2013-06-07,10940.567899999996
5_11_2013-06-07,9594.410899999999
5_12_2013-06-07,3108.8278999999998
5_13_2013-06-07,12377.903800000011
5_14_2013-06-07,3625.3764000000037
5_16_2013-06-07,13433.306299999995
5_17_2013-06-07,2581.429500000001
5_20_2013-06-07,1334.8168999999991
5_21_2013-06-07,1225.4505000000004
5_22_2013-06-07,2327.2121999999986
5_23_2013-06-07,6663.067099999993
5_24_2013-06-07,1438.8087000000003
5_25_2013-06-07,3080.9451999999997
5_26_2013-06-07,1349.3075000000015
5_27_2013-06-07,351.07869999999997
5_28_2013-06-07,146.7258
5_29_2013-06-07,1057.3119
5_30_2013-06-07,963.9898
5_31_2013-06-07,674.0674999999997
5_32_2013-06-07,2473.3808000000004
5_33_2013-06-07,1608.2391000000002
5_34_2013-06-07,4993.069700000001
5_35_2013-06-07,1160.711100000001
5_36_2013-06-07,998.2153
5_38_2013-06-07,64620.2345
5_40_2013-06-07,19468.6739
5_41_2013-06-07,517.3693000000002
5_42_2013-06-07,3220.452000000001
5_44_2013-06-07,1351.3504999999996
5_46_2013-06-07,5450.425700000002
5_49_2013-06-07,59.01610000000002
5_52_2013-06-07,516.7266000000003
5_55_2013-06-07,3110.7716000000005
5_56_2013-06-07,983.9774999999998
5_60_2013-06-07,306.344
5_67_2013-06-07,3731.0224000000035
5_71_2013-06-07,365.95850000000013
5_72_2013-06-07,10115.930800000002
5_74_2013-06-07,4199.799100000004
5_79_2013-06-07,5149.323000000003
5_81_2013-06-07,3198.7345000000014
5_82_2013-06-07,3762.5431000000012
5_85_2013-06-07,833.3253999999998
5_87_2013-06-07,12466.302400000008
5_90_2013-06-07,3339.766600000001
5_91_2013-06-07,1708.5546000000002
5_92_2013-06-07,8685.161600000003
5_94_2013-06-07,578.6764999999999
5_95_2013-06-07,22273.579000000005
5_96_2013-06-07,8208.197400000003
5_97_2013-06-07,721.3092
5_1_2013-06-14,8893.192100000002
5_2_2013-06-14,12491.077999999998
5_3_2013-06-14,3588.491599999998
5_4_2013-06-14,9637.708600000007
5_5_2013-06-14,6136.526300000002
5_6_2013-06-14,566.3769
5_7_2013-06-14,6516.904999999999
5_8_2013-06-14,13682.066599999996
5_9_2013-06-14,8455.255099999998
5_10_2013-06-14,10506.430399999997
5_11_2013-06-14,9426.287699999995
5_12_2013-06-14,2841.6348999999987
5_13_2013-06-14,11153.864400000002
5_14_2013-06-14,3425.6295
5_16_2013-06-14,11654.661499999998
5_17_2013-06-14,2075.0531000000015
5_20_2013-06-14,1231.3259999999996
5_21_2013-06-14,1210.5473000000002
5_22_2013-06-14,2107.471599999999
5_23_2013-06-14,7092.952000000002
5_24_2013-06-14,1333.8724999999988
